Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI,district_id,district_name,year
2016,1,Churchill,1205.1,Best ES,Regular,,,YES,41.7,36.3,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2016
2016,1,Churchill,1206.1,Lahontan ES,Regular,,,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2016
2016,1,Churchill,1207.1,Numa ES,Regular,,,YES,43.2,26.0,64.0,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2016
2016,1,Churchill,1301.2,Churchill Co MS,Regular,,,NO,48.7,24.8,51.6,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2016
2016,1,Churchill,1401.3,Churchill Co HS,Regular,,,NO,74.6,54.5,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2016
2016,2,Clark,2076.1,Duncan ES,Regular,,,YES,43.9,31.9,60.7,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2077.1,Wallin ES,Regular,,,NO,83.4,74.7,87.5,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2078.1,Stuckey ES,Regular,,,NO,68.3,64.5,68.2,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2079.1,Keller  ES,Regular,,,YES,40.5,27.1,38.7,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2080.1,Fine  ES,Regular,,,YES,62.8,48.2,61.3,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2081.1,Bozarth  ES,Regular,,,NO,70.9,54.4,70.3,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2082.1,Triggs E.S. ES,Regular,,,NO,60.8,43.9,66.9,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2083.1,ORoarke  ES,Regular,,,NO,73.5,61.8,78.9,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2084.1,Reedom ES,Regular,,,NO,59.8,44,69.0,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2085.1,Diaz ES,Regular,,,YES,33.3,24.7,35.4,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2086.1,Scott ES,Regular,,,YES,26.3,19.7,36.6,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2087.1,Rainbow Dreams ES,Charter,,,YES,33,14.8,57.9,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2089.1,West Prep Acad ES,Regular,,,YES,34.2,24.2,51.9,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2090.1,Smalley ES,Regular,,,NO,77.8,68.3,81.3,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2091.1,Perkins Claude ES,Regular,,,YES,40.6,23.2,38.5,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2092.1,Innovations ES,Charter,,,YES,33.9,21.1,46.6,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2093.1,One Hundred Acad ES,Charter,,,YES,26.7,16.7,22.0,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
2016,2,Clark,2094.1,Dickens ES,Regular,,,YES,39.8,31.7,32.5,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2016
