Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI,district_id,district_name,year
2021,1,Churchill,1205.1,Best ES,Regular,49.5,Not Rated,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2021
2021,1,Churchill,1206.1,Lahontan ES,Regular,49.5,Not Rated,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2021
2021,1,Churchill,1207.1,Numa ES,Regular,49.5,Not Rated,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2021
2021,1,Churchill,1301.2,Churchill MS,Regular,30.0,2,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2021
2021,1,Churchill,1401.3,Churchill HS,Regular,56.5,3,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64826,Carson City,2021
2021,2,Clark,2060.1,Thompson T ES,Regular,,,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2061.1,Abston ES,Regular,,,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2062.1,Jenkins ES,Regular,,,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2064.1,Ellis ES,Regular,77.22,4,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2065.1,Ortwein ES,Regular,51.0,3,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2066.1,Barber ES,Regular,56.5,3,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2067.1,Divich ES,Regular,85.0,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2068.1,Jones Blackhurst ES,Regular,89.5,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2069.1,Vassiliadis ES,Regular,88.0,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2070.1,Berkley ES,Regular,64.0,3,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2071.1,Stevens ES,Regular,66.0,3,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2072.1,Mathis ES,Regular,82.5,4,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2073.1,Heard ES,Regular,34.5,2,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2074.1,Snyder D ES,Regular,57.0,3,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2076.1,Duncan ES,Regular,25.0,1,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2077.1,Wallin ES,Regular,84.44,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2078.1,Stuckey ES,Regular,88.0,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2079.1,Keller  ES,Regular,28.0,2,YES,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2080.1,Fine  ES,Regular,72.0,4,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2081.1,Bozarth ES,Regular,74.5,4,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
2021,2,Clark,2082.1,Triggs ES,Regular,87.0,5,NO,,,,NO,NO,NO,NO,NO,,,,,,,,,,,,NO,,NO,,NO,,64827,Churchill,2021
