Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI,district_id,district_name,year
2022,2,Clark,2368.2,Gunderson MS,Regular,74.0,Not Rated,NO,59.1,40.3,37.2,YES,YES,NO,NO,NO,65.3,55.8,15.9,73.3,,,,,,,27,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2369.2,Mackey MS,Regular,79.31,Not Rated,NO,64.8,20,,YES,YES,NO,NO,NO,74,38.8,-,,,,,,,,20.8,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2401.3,Clark HS,Regular,54.5,Not Rated,YES,45.6,30.7,27.1,YES,YES,NO,NO,NO,,,6.8,,85.7,63.2,35.6,42.7,82.9,87.9,44,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2402.3,Las Vegas HS,Regular,59.5,Not Rated,YES,31.4,7.9,10.8,YES,YES,NO,NO,NO,,,<5,,87.6,80.8,55.6,26,88.4,91.7,48.3,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2403.3,Rancho HS,Regular,70.5,Not Rated,YES,34.7,19.3,27.7,YES,YES,YES,NO,NO,,,8.9,,92.2,85,73.6,43.1,93.8,>95,40.5,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2404.3,Valley HS,Regular,44.0,Not Rated,YES,21.7,6.5,10.3,YES,YES,NO,NO,NO,,,12.1,,74.4,60.4,29.3,21.7,83.5,89.1,58.8,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2405.3,Western HS,Regular,40.0,Not Rated,YES,14.9,5.8,12.4,YES,YES,NO,NO,NO,,,<5,,84.7,74.5,30.8,28.2,80,88.8,50.5,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2406.3,Basic ACAD HS,Regular,53.0,Not Rated,YES,28.3,8.1,15.2,YES,YES,NO,NO,NO,,,12,,87.8,61.2,28.9,27.6,87,86,47.9,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2408.3,Morris Sunset HS,Alternative,22.0,Not Rated,YES,-,-,-,YES,YES,NO,NO,NO,,,10,,85.7,34.2,5.2,<5,68.2,80.2,50.8,YES,3.0,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2409.3,Chaparral HS,Regular,36.0,Not Rated,YES,16.5,<5,8.1,YES,YES,NO,NO,NO,,,<5,,75,54.6,19.9,24.6,84.6,93.6,55.9,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2410.3,Eldorado HS,Regular,46.0,Not Rated,YES,23.9,5.9,10.8,YES,YES,NO,NO,NO,,,7.3,,87.6,64.9,23.5,32.1,84.3,88.1,60.4,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
2022,2,Clark,2411.3,Bonanza HS,Regular,46.0,Not Rated,YES,19.5,6.6,15.7,YES,YES,NO,NO,NO,,,<5,,80.9,70.8,37.8,23.7,85.3,89.1,48.1,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2412.3,SECTA HS,Regular,86.0,Not Rated,NO,69.4,28.6,38.4,YES,YES,NO,NO,NO,,,12,,98.8,>95,>95,57.1,>95,>95,18.6,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2414.3,Cimarron Mem HS,Regular,55.0,Not Rated,YES,25.2,8.9,12.7,YES,YES,NO,NO,NO,,,<5,,89.8,67.7,38.3,33.8,93.1,94.6,49.9,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2415.3,Cheyenne HS,Regular,46.0,Not Rated,YES,13.4,<5,12.6,YES,YES,NO,NO,NO,,,17.9,,86.1,69.4,38.3,13.6,80.5,90.6,54.3,NO,,YES,2.0,NO,,64827,Churchill,2022
2022,2,Clark,2416.3,Green Valley HS,Regular,63.5,Not Rated,NO,51.6,25.3,17.6,YES,YES,NO,NO,NO,,,8.5,,96.3,56.1,29.1,37.2,90,>95,32.2,NO,,NO,,NO,,64827,Churchill,2022
2022,2,Clark,2417.3,Durango HS,Regular,53.5,Not Rated,YES,29.8,15.6,13.8,YES,YES,NO,NO,NO,,,7.7,,84.1,75.6,37.8,39.7,84,88.7,47.9,NO,,YES,2.0,YES,2.0,64827,Churchill,2022
