Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2019,04,Elko,04104.1,Independence Vly ES,Regular,5,Not Rated,NO,-,-,N/A,-,-,NO,NO,NO,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04104.2,Independence Vly MS,Regular,N/A,Not Rated,NO,-,-,N/A,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04105.1,Jackpot ES,Zoom Regular,39.47,2,YES,38,11.9,16.6,YES,YES,NO,NO,NO,53.5,7.1,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04108.1,Mound Vly ES,Regular,15,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04108.2,Mound Vly MS,Regular,76,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04111.1,Ruby Vly ES,Regular,75.38,4,NO,50,40,-,-,N/A,NO,NO,NO,58.3,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04111.2,Ruby Vly MS,Regular,N/A,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04202.1,Elko Grammar #2 ES,Zoom Regular,49,2,NO,55.7,46.7,N/A,YES,YES,NO,NO,NO,54,26.2,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04203.1,Northside ES,Zoom Regular,55.5,3,NO,49,44.1,N/A,YES,YES,NO,NO,NO,54.6,28,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.7,NO,N/A,NO,N/A,NO,N/A
2019,04,Elko,04204.1,Southside ES,Zoom Regular,71.5,4,YES,43.9,41.7,N/A,YES,YES,NO,NO,NO,59.2,49,47.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.9,NO,N/A,NO,N/A,NO,N/A
