Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2019,09,Lincoln,09102.1,Pahranagat Vly ES,Zoom Regular,56.11,3,YES,60.3,48.2,9,YES,YES,NO,NO,NO,51.2,39.4,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09201.1,Caliente ES,Regular,70.56,4,YES,53.4,55.8,23,YES,YES,NO,NO,NO,51.8,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,YES,3,NO,N/A,NO,N/A
2019,09,Lincoln,09202.1,Panaca ES,Regular,51.67,3,YES,43.2,47.7,30.7,YES,YES,NO,NO,NO,43.7,45.8,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09203.1,Pioche ES,Regular,81.11,4,YES,42.9,40.8,60,NO,NO,NO,NO,NO,65.5,65.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.7,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09301.2,Meadow Vly MS,Regular,45.56,2,NO,43.6,36.6,37.1,YES,YES,NO,NO,NO,40.5,33.3,N/A,94.4,N/A,N/A,N/A,N/A,N/A,N/A,8.2,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09302.2,Pahranagat Vly MS,Regular,71.11,4,NO,43.5,47.1,58.8,NO,NO,NO,NO,NO,44.8,53,-,73.9,N/A,N/A,N/A,N/A,N/A,N/A,8.6,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09501.3,Lincoln Co HS,Regular,65,3,NO,34.2,22.2,40.5,YES,YES,NO,NO,NO,N/A,N/A,-,N/A,97.2,69.4,5.5,56.5,>95,91.1,20.9,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09601.3,Pahranagat Vly HS,Regular,68.89,3,NO,41.6,25,21,YES,YES,NO,NO,NO,N/A,N/A,N/A,N/A,96.8,62.9,22.2,53.3,>95,>95,9.1,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09602.2,C O  Bastian MS,Alternative,0,Not Rated,NO,-,-,-,-,-,NO,NO,NO,N/A,N/A,N/A,5.2,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,09,Lincoln,09602.3,C O  Bastian HS,Alternative,27.5,Not Rated,NO,N/A,N/A,-,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,-,>95,<4.5,<5,27.5,27,<5,YES,3,NO,N/A,NO,N/A
