Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2019,07,Humboldt,07101.1,Denio ES,Regular,N/A,Not Rated,YES,-,-,-,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07101.2,Denio MS,Regular,84,Not Rated,YES,-,-,-,-,-,NO,NO,NO,-,-,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07103.1,Kings River ES,Regular,65,Not Rated,YES,-,-,-,-,-,NO,NO,NO,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07103.2,Kings River MS,Regular,28,Not Rated,YES,-,-,-,-,-,NO,NO,NO,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07104.1,Orovada ES,Regular,27.69,2,YES,-,-,-,-,-,NO,NO,NO,50,<5,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.1,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07104.2,Orovada MS,Regular,58.46,3,YES,-,-,-,-,N/A,NO,NO,NO,57.8,21,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,10,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07105.1,Paradise Vly ES,Regular,36.15,2,YES,30,20,-,-,N/A,NO,NO,NO,25,31.2,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07105.2,Paradise Vly MS,Regular,88.06,5,YES,-,-,-,-,-,NO,NO,NO,73.6,52.6,-,-,N/A,N/A,N/A,N/A,N/A,N/A,20,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07201.1,Sonoma Heights ES,Regular,51.5,3,YES,46.9,51.9,N/A,YES,YES,NO,NO,NO,46.3,43.4,48.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,YES,3,NO,N/A,NO,N/A
2019,07,Humboldt,07202.1,Winnemucca GS ES,Regular,67.5,4,YES,48.2,45.3,N/A,YES,YES,NO,NO,NO,63.1,38.1,61.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,NO,N/A,NO,N/A,NO,N/A
2019,07,Humboldt,07203.1,McDermitt ES,Victory Regular,13.33,1,YES,7.8,<5,<5,YES,YES,NO,NO,NO,22.7,<5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.4,YES,3,NO,N/A,NO,N/A
