Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2019,10,Lyon,10201.1,Dayton  ES,Regular,60.5,3,YES,45.6,32.8,18,YES,YES,NO,NO,NO,54,40.7,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10202.1,Yerington  ES,Regular,16.5,1,YES,27.1,29.4,N/A,YES,YES,NO,NO,NO,19.4,10.5,38.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.8,NO,N/A,YES,2,YES,2
2019,10,Lyon,10203.1,Fernley  ES,Regular,35.5,2,YES,33.7,33.7,N/A,YES,YES,NO,NO,NO,47.9,25.6,36.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10205.1,Silver Stage ES,Regular,32.22,2,YES,39.9,36.8,N/A,NO,NO,NO,NO,NO,46.3,19.1,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,YES,3,NO,N/A,NO,N/A
2019,10,Lyon,10206.1,East Valley  ES,Regular,62.5,3,YES,54.5,54.5,N/A,YES,YES,NO,NO,NO,52.8,39.3,>95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10208.2,Dayton  MS,Regular,42.5,2,YES,42.3,28.2,44.5,YES,YES,NO,NO,NO,40.6,28,23.8,81.6,N/A,N/A,N/A,N/A,N/A,N/A,10.5,NO,N/A,YES,2,YES,2
2019,10,Lyon,10209.1,Cottonwood  ES,Regular,42.5,2,YES,40.5,35.5,N/A,YES,YES,NO,NO,NO,49.5,24.7,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10210.1,Sutro  ES,Regular,49.5,2,YES,45.6,37.7,25.4,YES,YES,NO,NO,NO,49.6,29,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,NO,N/A,YES,2,YES,2
2019,10,Lyon,10211.1,Riverview  ES,Regular,56,3,YES,40.3,35.3,26.2,YES,YES,NO,NO,NO,51.5,37.2,65.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,NO,N/A,YES,1,YES,1
2019,10,Lyon,10302.2,Yerington MS,Regular,46.5,2,YES,30.4,24.7,22.2,YES,YES,NO,NO,NO,33.7,28.7,33.3,78.7,N/A,N/A,N/A,N/A,N/A,N/A,19.3,NO,N/A,YES,2,YES,2
2019,10,Lyon,10303.1,Fernley  IS ES,Regular,62.11,3,YES,46.2,38.4,29.8,YES,YES,NO,NO,NO,54.8,44.9,57.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,NO,N/A,YES,2,NO,N/A
2019,10,Lyon,10304.2,Silver Stage  MS,Regular,55.56,3,YES,34.6,29.6,26.8,YES,YES,NO,NO,NO,36.8,36.8,-,53.9,N/A,N/A,N/A,N/A,N/A,N/A,18.4,NO,N/A,YES,1,YES,1
2019,10,Lyon,10305.2,Silverland  MS,Regular,51,3,YES,52.9,35.7,40,YES,YES,NO,NO,NO,52.8,37.5,23.5,89.8,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,YES,2,YES,2
2019,10,Lyon,10601.3,Fernley  HS,Regular,64,3,YES,44.8,24,22.4,YES,YES,NO,NO,NO,N/A,N/A,21.8,N/A,94.4,56.5,15.9,28.8,88.5,92.3,19.5,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10602.1,Smith Valley Sch ES,Regular,28.89,2,YES,35.2,31.3,17.6,YES,YES,NO,NO,NO,37.1,36.1,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10602.2,Smith Valley Sch MS,Regular,22.78,1,YES,37.1,17.1,23.5,YES,YES,NO,NO,NO,41.3,13.7,-,88.2,N/A,N/A,N/A,N/A,N/A,N/A,20.5,YES,1,NO,N/A,NO,N/A
2019,10,Lyon,10602.3,Smith Valley Sch HS,Regular,66.67,3,YES,40,20,22.2,-,N/A,NO,NO,NO,N/A,N/A,-,N/A,100,88.8,11.1,50,>95,84.2,15,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10603.3,Yerington  HS,Regular,51.5,3,YES,29.2,22,15.5,YES,YES,NO,NO,NO,N/A,N/A,26.6,N/A,93,57.5,12.3,51.3,82.2,89.7,20.1,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10604.3,Dayton  HS,Regular,54.5,3,YES,42,26,25.7,YES,YES,NO,NO,NO,N/A,N/A,33.3,N/A,87.3,57.2,20.6,35.6,83,85.7,23,NO,N/A,YES,1,NO,N/A
2019,10,Lyon,10605.3,Silver Stage  HS,Regular,72.78,4,YES,60.9,32.8,27.5,YES,YES,NO,NO,NO,N/A,N/A,-,N/A,97.1,63.7,27.5,39.3,91.6,87.3,26.8,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10902.2,Western NV Yth Ct MS,Alternative,N/A,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2019,10,Lyon,10902.3,Western NV Yth Ct HS,Alternative,N/A,Not Rated,NO,-,-,-,-,-,NO,NO,NO,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-,NO,N/A,NO,N/A,NO,N/A
