Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2022,04,Elko,04104.1,Independence Vly ES,Regular,5,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04104.2,Independence Vly MS,Regular,N/A,Not Rated,NO,-,-,N/A,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04105.1,Jackpot ES,Regular,39,Not Rated,YES,38.7,25.8,-,YES,YES,NO,NO,NO,70.5,29.4,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04107.1,Montello ES,Regular,61.67,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04107.2,Montello MS,Regular,N/A,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04108.1,Mound Valley ES,Regular,N/A,Not Rated,NO,-,-,N/A,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04108.2,Mound Valley MS,Regular,N/A,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04111.1,Ruby Valley ES,Regular,100,Not Rated,NO,63.6,72.7,-,-,N/A,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04111.2,Ruby Valley MS,Regular,100,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,NO,N/A,NO,N/A,NO,N/A
2022,04,Elko,04120.1,Liberty Peak ES,Regular,48.89,Not Rated,NO,45.5,48.8,31,YES,YES,YES,NO,NO,50.3,47.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.7,NO,N/A,NO,N/A,NO,N/A
