Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI,CSI-MRI,Yrs In Designation As CSI-MRI
2026,18,"State Public Charter School Authority ",59120.2,Somerset Losee MS,Regular,53.5,3,YES,43.4,29.4,25.1,YES,YES,44.1,31.2,21.4,>95,N/A,N/A,N/A,N/A,N/A,N/A,12.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59120.3,Somerset Losee HS,Regular,60.5,3,YES,43.5,13.1,6.4,YES,YES,N/A,N/A,12.5,N/A,94.7,53.7,23.4,44.1,>95,>95,18,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59121.1,Somerset Lone Mtn ES,Regular,82,4,YES,64.4,58.8,29.8,YES,YES,64.8,56.5,57.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59121.2,Somerset Lone Mtn MS,Regular,87,5,YES,67.6,49,51.6,YES,YES,68.4,45.7,41.1,>95,N/A,N/A,N/A,N/A,N/A,N/A,6.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59122.1,Somerset Sky Pointe ES,Regular,83,4,NO,69.5,70,25,YES,YES,65.6,56.5,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59122.2,Somerset Sky Pointe MS,Regular,93.3,5,NO,68.3,54.5,49,YES,YES,64.3,52.5,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59122.3,Somerset Sky Pointe HS,Regular,92.5,5,NO,75.2,33.6,30,YES,YES,N/A,N/A,20.6,N/A,98.8,85.3,81.9,61.8,>95,>95,6.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59123.1,Somerset Stephanie ES,Regular,88,5,YES,63.5,58.9,25.2,YES,YES,65.4,60.4,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59123.2,Somerset Stephanie MS,Regular,88.5,5,YES,68,50.9,62.7,YES,YES,66.1,52.1,14.2,>95,N/A,N/A,N/A,N/A,N/A,N/A,9.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59124.1,Somerset Aliante ES,Regular,87.2,5,NO,64.8,62.5,32.8,YES,YES,62.4,56,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59124.2,Somerset Aliante MS,Regular,90,5,NO,64.6,50.7,50.8,YES,YES,63.3,50.5,63.6,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59125.1,Somerset Skye Canyon ES,Regular,95.5,5,NO,72.4,72,44.1,YES,YES,70.7,67.8,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",59125.2,Somerset Skye Canyon MS,Regular,93.3,5,NO,74.3,63.7,61.9,YES,YES,69.6,61.3,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",60401.1,Explore Knowledge Acad ES,Regular,61.5,3,YES,59.6,37.3,11.1,YES,YES,61.8,33.3,84.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",60401.2,Explore Knowledge Acad MS,Regular,83.5,5,YES,63.9,33.1,60.6,YES,YES,62.9,34.9,40,74.2,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",60401.3,Explore Knowledge Acad HS,Regular,77.2,4,YES,56.2,18.7,46.4,YES,YES,N/A,N/A,-,N/A,100,55.5,22.2,66.6,>95,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",61415.1,Discovery Sandhill ES,Regular,46.6,2,YES,56.8,45.6,21.4,YES,YES,54,44.4,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",61417.1,Discovery Hill Pointe ES,Regular,78,4,YES,50.3,54.1,24.4,YES,YES,60.2,63.8,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",61417.2,Discovery Hill Pointe MS,Regular,75,4,YES,58.4,38.4,40,YES,YES,56.4,36.8,54.5,>95,N/A,N/A,N/A,N/A,N/A,N/A,18.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",62101.1,Do & Be Arts Acad ES,Regular,7.7,1,YES,23.6,12.7,<5,YES,YES,17.3,<5,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.1,YES,1,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",62101.2,Do & Be Arts Acad MS,Regular,32.2,2,YES,35.8,11.1,28.5,NO,NO,40,20,-,64.7,N/A,N/A,N/A,N/A,N/A,N/A,47,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",64087.1,Rainbow Dreams ELA ES,Regular,0,Not Rated,YES,N/A,N/A,N/A,YES,YES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",65414.1,Oasis ACAD ES,Regular,54.5,3,NO,61.1,49.7,18.1,NO,NO,48.8,28.3,61.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",65414.2,Oasis ACAD MS,Regular,85,5,NO,59.7,54.7,61.9,YES,YES,58,55.3,-,93,N/A,N/A,N/A,N/A,N/A,N/A,10.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",65414.3,Oasis ACAD HS,Regular,90.5,5,NO,82.2,68.8,32,YES,YES,N/A,N/A,-,N/A,86.9,>95,>95,52.1,>95,>95,16,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",66436.1,Doral Northern NV ES,Regular,87.2,5,NO,69.3,78.3,49.5,YES,YES,57.2,69.9,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",66436.2,Doral Northern NV MS,Regular,93.3,5,NO,72.7,63.6,56.1,YES,YES,68.3,60.7,-,92.5,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",67201.2,Delta Acad MS,Regular,27.5,1,YES,28.9,22,14.6,YES,YES,30.4,22.2,13,85.4,N/A,N/A,N/A,N/A,N/A,N/A,8.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",67201.3,Delta Acad HS,Regular,36.5,2,YES,36.1,5.5,9.9,NO,NO,N/A,N/A,6.9,N/A,75.4,33.3,7,15.9,84,84.5,8.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",68410.1,Elko Institute ES,Regular,88.3,5,NO,70.9,65.6,43.1,YES,YES,72,47.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",68410.2,Elko Institute MS,Regular,94.4,5,NO,64.6,56.9,64.7,YES,YES,69.1,63.6,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,15.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",69101.1,Innovations Oakey ES,Regular,53,3,YES,34.3,46.1,42.8,YES,YES,40.8,52.5,35.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",69201.2,Innovations Sahara MS,Regular,51.5,3,YES,28,22.9,27.6,YES,YES,32.6,33.5,16.6,>95,N/A,N/A,N/A,N/A,N/A,N/A,8.6,NO,N/A,NO,YES,3,NO,N/A
2026,18,"State Public Charter School Authority ",69201.3,Innovations Sahara HS,Regular,56.5,3,YES,29.1,20.8,14.2,YES,YES,N/A,N/A,8.3,N/A,100,23,23,20.8,92.3,87.5,6.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",72416.1,Quest Northwest ES,Regular,54,3,YES,52.3,33.5,8.1,YES,YES,60,20.9,42.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",72416.2,Quest Northwest MS,Regular,67,3,YES,46.1,32.3,50,YES,YES,50.8,36,15.3,>95,N/A,N/A,N/A,N/A,N/A,N/A,8.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",74418.1,Imagine Mtn View ES,Regular,38,2,YES,37.1,31.1,<5,YES,YES,43.1,31.8,52.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",74418.2,Imagine Mtn View MS,Regular,63.7,3,YES,34,23.4,N/A,YES,YES,56,31.7,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",75401.1,FuturEdge Acad ES,Regular,15.5,1,YES,29.4,14.7,<5,YES,YES,19.5,8.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.5,NO,N/A,NO,YES,2,NO,N/A
2026,18,"State Public Charter School Authority ",75401.2,FuturEdge Acad MS,Regular,22,1,YES,19.8,12.8,15.1,YES,NO,26.4,12.6,14.2,82.3,N/A,N/A,N/A,N/A,N/A,N/A,29,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",76412.3,Alpine Acad HS,Regular,64.4,3,YES,54.8,15.3,22,NO,NO,N/A,N/A,-,N/A,81.4,48.6,40.5,36.1,>95,>95,38.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",77401.1,Odyssey ES,Regular,67.7,4,YES,59.2,42,38.2,YES,YES,64.1,41.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",77401.2,Odyssey MS,Regular,66,3,YES,47.4,30.3,41.4,YES,YES,47.7,32.3,33.3,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",77401.3,Odyssey HS,Regular,71,4,YES,45,11.3,34.2,YES,YES,N/A,N/A,15.4,N/A,96.8,55,49.4,29.4,93,93.5,8.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",78411.1,Silver Sands ES,Regular,59.5,3,YES,29.8,26.3,<5,YES,YES,52.9,55.8,38.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",78411.2,Silver Sands MS,Regular,80,5,YES,58,29,50,YES,YES,67.7,32.2,-,94.7,N/A,N/A,N/A,N/A,N/A,N/A,18.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81101.3,NSHS Downtown HS,Regular,76.3,4,YES,38,19,N/A,YES,YES,N/A,N/A,-,N/A,N/A,-,-,63.1,>95,>95,-,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81102.3,NSHS Summerlin HS,Regular,93.1,5,NO,57.1,26.3,N/A,YES,YES,N/A,N/A,-,N/A,N/A,>95,>95,78.1,94.8,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81103.3,NSHS Henderson HS,Regular,94.3,5,NO,74.1,30.5,N/A,YES,YES,N/A,N/A,-,N/A,N/A,>95,>95,81.3,>95,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81104.3,NSHS Sunrise HS,Regular,91.2,5,YES,66.6,19,N/A,YES,YES,N/A,N/A,-,N/A,N/A,>95,>95,90,>95,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81106.3,NSHS SW HS,Regular,96.8,5,NO,76.2,37.2,N/A,YES,YES,N/A,N/A,-,N/A,N/A,>95,>95,83.1,>95,>95,5.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81107.3,NSHS DownTwn Hend HS,Regular,100,5,NO,72,43.1,N/A,YES,YES,N/A,N/A,N/A,N/A,N/A,>95,>95,88.3,>95,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81108.3,NSHS NW HS,Regular,93.1,5,NO,67.8,26.7,N/A,YES,YES,N/A,N/A,-,N/A,N/A,>95,>95,74.6,>95,>95,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",81109.3,NSHS North Las Vegas HS,Regular,89.3,5,NO,58,12.9,N/A,YES,YES,N/A,N/A,N/A,N/A,N/A,>95,>95,73.5,>95,>95,5.5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",85405.3,NV Connections ACAD HS,Regular,60.5,3,YES,33.2,5.6,24.3,YES,YES,N/A,N/A,13,N/A,92.6,89,88.1,32.6,82.2,84.7,11.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",86404.2,Nevada Virtual MS,Regular,33,2,YES,31.2,10.8,22.6,YES,YES,30.4,10,26.3,75.9,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,YES,2,NO,N/A
2026,18,"State Public Charter School Authority ",86404.3,Nevada Virtual HS,Regular,76.5,4,YES,50.8,10,21.3,YES,YES,N/A,N/A,15,N/A,95.3,80.6,78.7,30.4,88,88.6,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87310.1,CASLV Centennial ES,Regular,72,4,NO,68.1,62.5,31.6,YES,YES,57.9,51.2,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87310.2,CASLV Centennial MS,Regular,90,5,NO,70.1,66.4,56.8,YES,YES,68.5,64.9,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87311.1,CASLV Nellis AFB ES,Regular,61,3,NO,50.1,41.8,18.7,YES,YES,47.7,41,68.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87311.2,CASLV Nellis AFB MS,Regular,81.6,5,NO,57.4,41.4,47.8,YES,YES,51.3,42.9,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87312.2,CASLV Sandy Ridge MS,Regular,76.1,4,NO,79.8,66.6,69.9,YES,YES,81.3,67.5,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,5.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87312.3,CASLV Sandy Ridge HS,Regular,91.5,5,NO,89.5,70.1,45.8,YES,YES,N/A,N/A,7.6,N/A,97.7,88.9,72.7,77.9,>95,>95,6.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87313.1,CASLV Tamarus ES,Regular,86,5,NO,82.5,75.9,N/A,YES,YES,74.1,60.2,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87314.1,CASLV Windmill ES,Regular,77.6,4,NO,82.1,65.3,47.5,YES,YES,71.2,60.3,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87314.2,CASLV Windmill MS,Regular,90.2,5,NO,77,67.2,N/A,YES,YES,70.7,66.5,18.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87315.1,CASLV Eastgate ES,Regular,54,3,YES,62.4,58.1,22.5,YES,YES,54.2,39.7,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87316.1,CASLV Cadence ES,Regular,67.5,4,YES,56.3,45.7,18.2,YES,YES,59.8,42.7,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87316.2,CASLV Cadence MS,Regular,79,4,YES,62.2,37.9,50,YES,YES,61.9,40.5,16.1,>95,N/A,N/A,N/A,N/A,N/A,N/A,9,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",87316.3,CASLV Cadence HS,Regular,91.1,Not Rated,YES,77.5,45,41.9,YES,YES,N/A,N/A,30.7,N/A,100,N/A,N/A,N/A,N/A,N/A,14.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",89409.3,Beacon ACAD HS,Alternative,5.2,1,YES,<5,<5,-,NO,NO,N/A,N/A,<5,N/A,60,9.6,<4.5,<5,25.9,42.3,48.2,NO,N/A,NO,NO,N/A,YES,8
2026,18,"State Public Charter School Authority ",92201.2,WYLEES MS,Regular,15,1,YES,26.1,14.7,22.2,YES,YES,26.3,13.2,16,39.4,N/A,N/A,N/A,N/A,N/A,N/A,43.6,YES,1,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",95301.3,Southern NV Trades HS,,53.8,Not Rated,YES,8.4,16.8,20,NO,NO,N/A,N/A,6.9,N/A,100,79.4,79.4,N/A,-,N/A,38,NO,N/A,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",96601.3,Thrive Point Acad HS,Alternative,5.5,1,YES,9.2,<5,9.8,NO,NO,N/A,N/A,<5,N/A,27.7,<5,<4.5,<5,34.1,37.5,29.7,YES,1,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",97101.1,Vegas Vista Acad ES,Regular,9.5,1,YES,20.4,12.7,10,YES,YES,23.9,<5,30.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.3,YES,1,NO,NO,N/A,NO,N/A
2026,18,"State Public Charter School Authority ",98101.1,Nevada Classical Academy Elko ES,Regular,14.2,Not Rated,NO,36.3,27.2,N/A,YES,YES,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.1,NO,N/A,NO,NO,N/A,NO,N/A
