Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI,CSI-MRI,Yrs In Designation As CSI-MRI
2026,16,Washoe,16211.1,Mount Rose K-8 ES,Regular,93,5,NO,69.3,68.6,54,YES,YES,71.7,63,65.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16211.2,Mount Rose K-8 MS,Regular,100,5,NO,>95,>95,93,YES,YES,>95,>95,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16212.1,Double Diamond ES,Regular,70.5,4,NO,51.5,52.2,20,YES,YES,55.1,47.2,56.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16213.1,Peavine ES,Regular,53.5,3,YES,54,41.2,16.6,YES,YES,57.5,30.1,57.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16214.1,Cannan ES,Regular,49.5,2,YES,29.4,25.1,<5,YES,YES,47,41.1,57.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16215.1,Corbett ES,Regular,27,2,YES,17.7,17.7,<5,YES,YES,32.9,18.2,54.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5,NO,N/A,YES,NO,N/A,NO,N/A
2026,16,Washoe,16216.1,Gomm ES,Regular,96.1,5,NO,68.8,67.8,38,NO,NO,67.7,63.7,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16218.1,Smithridge ES,Regular,44,2,YES,38.1,41.7,<5,YES,YES,42.4,41,60.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16219.1,Stead ES,Regular,26,1,YES,35.9,22.8,8.5,YES,YES,41.2,21.1,54.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.5,NO,N/A,NO,YES,3,NO,N/A
2026,16,Washoe,16220.1,Veterans Memorial STEM ES,Regular,43,2,YES,31.4,28.7,6,NO,NO,47.2,30.5,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,NO,N/A,NO,YES,3,NO,N/A
2026,16,Washoe,16221.1,Risley ES,Regular,48.5,2,YES,33.7,26.2,6,YES,YES,44.2,38.2,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16222.1,Maxwell ES,Regular,45.5,2,YES,37.5,32.7,5.3,YES,YES,44.7,37.1,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16223.1,Drake ES,Regular,57.5,3,YES,65.9,65.3,25.5,YES,YES,41.5,37.6,58.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16224.1,Greenbrae ES,Regular,38.5,2,YES,33.5,20.8,<5,YES,YES,46,17.3,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16225.1,Smith Kate ES,Regular,42,2,YES,21.4,20.2,14.7,YES,YES,36.3,40,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.8,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16226.1,Juniper ES,Regular,68,4,NO,52.1,47.3,12.2,YES,YES,60.3,44.8,68.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16227.1,Lincoln Park ES,Regular,45,2,YES,30.7,22.8,<5,YES,YES,45.8,30.2,49.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16228.1,Mitchell ES,Regular,38.5,2,YES,36,27.3,6.1,YES,YES,44,26.8,44.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16229.1,Brown ES,Regular,83.5,4,NO,65.5,61.4,29.4,YES,YES,68.6,55.5,35.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16230.1,Huffaker ES,Regular,45.5,2,NO,45.7,34.7,15,YES,YES,54.8,30.9,34.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16231.1,Lemelson STEM ES,Regular,46,2,YES,31.1,25,11.1,YES,YES,47.8,34.2,41.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16232.1,Lemmon Valley ES,Regular,26.5,1,YES,26.4,22,9.7,YES,YES,39.3,21.9,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,YES,NO,N/A,NO,N/A
2026,16,Washoe,16233.1,Pleasant Valley ES,Regular,96.1,5,NO,75.3,66,43.1,YES,YES,74,59.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16234.1,Sun Valley ES,Regular,27.5,2,YES,28.1,26.4,<5,YES,YES,30,21.8,52.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,NO,N/A,NO,YES,2,NO,N/A
2026,16,Washoe,16235.1,Verdi ES,Regular,92.2,5,NO,70.5,71.1,37.5,YES,YES,73.6,72.2,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16237.1,Natchez ES,Regular,83.3,4,YES,46,49.2,6.6,YES,YES,68.5,65.7,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A,NO,N/A
2026,16,Washoe,16238.1,Diedrichsen ES,Regular,49,2,NO,56.3,48.9,13.7,YES,YES,49,34.6,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,NO,N/A,NO,YES,1,NO,N/A
