class_year,school_name,entity_id,sponsor_bucket,charter_authorizer,model_type,reported_as_high_school,acgr_row_present,published_rate_status,latest_confirmed_in_grad_materials,base_reference,rate_source_url,published_overall_acgr,published_overall_acgr_code,rate_low,rate_mid,rate_high,cohort_count,graduate_count,weight_source,include_in_sector_total,notes
2014-15,Rainshadow CCHS,16610,district_authorized,Washoe County School District,alternative,yes,yes,numeric,2014-15,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,25.0,numeric,25.0,25.0,25.0,40,10,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal where entity 16610 appears as enCompass Academy.
2015-16,NSHS Legacy Single-Campus,18401,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,topcoded,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,>95,topcoded,95.0,97.5,100.0,158,156,Nevada Report Card cohort4yr portal school report,yes,Legacy Nevada State High School row before later campus-level expansion.
2015-16,Nevada Virtual Charter,18404,SPCSA,State Public Charter School Authority,statewide_online,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,63.5,numeric,63.5,63.5,63.5,181,115,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Nevada Virtual Academy.
2015-16,Nevada Connections Acad,18405,SPCSA,State Public Charter School Authority,statewide_online,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,35.6,numeric,35.6,35.6,35.6,334,119,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Nevada Connections Academy.
2015-16,CASLV Sandy Ridge,18407,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,94.8,numeric,94.8,94.8,94.8,39,37,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Coral Academy of Science Las Vegas and aligned here to the later CASLV Sandy Ridge lineage.
2015-16,Quest Academy,18408,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,76.9,numeric,76.9,76.9,76.9,26,20,Nevada Report Card cohort4yr portal school report,yes,Legacy SPCSA school recovered from the Nevada Report Card cohort4yr portal; crosswalk to later entities remains unresolved.
2015-16,Beacon Acad,18409,SPCSA,State Public Charter School Authority,alternative,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,52.6,numeric,52.6,52.6,52.6,152,80,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Beacon Academy of Nevada.
2015-16,Alpine Acad,18412,SPCSA,State Public Charter School Authority,alternative,yes,yes,topcoded,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y13.y23&organization=c32862&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,>95,topcoded,95.0,97.5,100.0,20,20,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Alpine Academy.
2015-16,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,53.3,numeric,53.3,53.3,53.3,30,16,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Innovations International Charter School of NV.
2015-16,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,61.8,numeric,61.8,61.8,61.8,427,264,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Odyssey Charter High School.
2015-16,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,92.3,numeric,92.3,92.3,92.3,13,12,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Explore Knowledge Academy Charter Secondary.
2015-16,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,18.7,numeric,18.7,18.7,18.7,144,27,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Delta Academy.
2015-16,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,>95,topcoded,95.0,97.5,100.0,47,45,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Academy of Career Education Charter School.
2015-16,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,87.8,numeric,87.8,87.8,87.8,33,29,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Coral Academy Charter School Secondary.
2015-16,ICDA Charter HS,16604,district_authorized,Washoe County School District,alternative,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,23.7,numeric,23.7,23.7,23.7,97,23,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as I Can Do Anything Charter High School.
2015-16,Rainshadow CCHS,16610,district_authorized,Washoe County School District,alternative,yes,yes,numeric,2015-16,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,28.9,numeric,28.9,28.9,28.9,38,11,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal where entity 16610 appears as enCompass Academy.
2016-17,Argent Preparatory Academy,18400,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,45.0,numeric,45.0,45.0,45.0,100,45,Nevada Report Card cohort4yr portal school report,yes,Legacy SPCSA row reported as Silver State Charter School in the Nevada Report Card cohort4yr portal and crosswalked here to the Silver State / Argent history.
2016-17,NSHS Legacy Single-Campus,18401,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,topcoded,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,>95,topcoded,95.0,97.5,100.0,154,153,Nevada Report Card cohort4yr portal school report,yes,Legacy Nevada State High School row before later campus-level expansion.
2016-17,Nevada Virtual Charter,18404,SPCSA,State Public Charter School Authority,statewide_online,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,67.4,numeric,67.4,67.4,67.4,129,87,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Nevada Virtual Academy.
2016-17,Nevada Connections Acad,18405,SPCSA,State Public Charter School Authority,statewide_online,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,40.0,numeric,40.0,40.0,40.0,439,176,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Nevada Connections Academy.
2016-17,CASLV Sandy Ridge,18407,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,topcoded,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,>95,topcoded,95.0,97.5,100.0,47,45,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Coral Academy of Science Las Vegas and aligned here to the later CASLV Sandy Ridge lineage.
2016-17,Quest Academy,18408,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,79.3,numeric,79.3,79.3,79.3,29,23,Nevada Report Card cohort4yr portal school report,yes,Legacy SPCSA school recovered from the Nevada Report Card cohort4yr portal; crosswalk to later entities remains unresolved.
2016-17,Beacon Acad,18409,SPCSA,State Public Charter School Authority,alternative,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,52.4,numeric,52.4,52.4,52.4,242,127,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Beacon Academy of Nevada.
2016-17,Alpine Acad,18412,SPCSA,State Public Charter School Authority,alternative,yes,yes,numeric,2016-17,Nevada Report Card cohort4yr portal school report,https://nevadareportcard.nv.gov/di/report/summary_4?report=summary_4&scope=e32.y14.y23&organization=c32863&scores=n_Total%2Cn_Graduate%2CGraduation_Rate%2Cn_AdultDiploma%2CAdultDiploma_Rate%2Cn_AdvancedDiploma%2CAdvancedDiploma_Rate%2Cn_AlternativeDiploma%2CAlternativeDiploma_Rate%2Cn_ClgandcareerreadyDiploma%2CClgandcareerreadyDiploma_Rate%2Cn_StandardDiploma%2CStandardDiploma_Rate%2Cn_AdjustedDiploma%2CAdjustedDiploma_Rate%2Cn_CertHSA%2CCertHSA_Rate%2Cn_HSE%2CHSE_Rate&num=500&page=1&pagesize=500&domain=cohort4yr&,85.1,numeric,85.1,85.1,85.1,27,23,Nevada Report Card cohort4yr portal school report,yes,Recovered from the Nevada Report Card cohort4yr portal as Alpine Academy.
2016-17,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,78.1,numeric,78.1,78.1,78.1,32,25,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Innovations International Charter School of NV.
2016-17,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,79.7,numeric,79.7,79.7,79.7,465,371,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Odyssey Charter High School.
2016-17,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,76.1,numeric,76.1,76.1,76.1,21,16,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Explore Knowledge Academy Charter Secondary.
2016-17,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,alternative,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,32.5,numeric,32.5,32.5,32.5,129,42,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Delta Academy.
2016-17,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,93.8,numeric,93.8,93.8,93.8,49,46,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Academy of Career Education Charter School.
2016-17,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,>95,topcoded,95.0,97.5,100.0,33,33,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as Coral Academy High School.
2016-17,ICDA Charter HS,16604,district_authorized,Washoe County School District,alternative,yes,yes,numeric,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,31.0,numeric,31.0,31.0,31.0,100,31,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV as I Can Do Anything Charter High School.
2016-17,Rainshadow CCHS,16610,district_authorized,Washoe County School District,alternative,yes,yes,public_rate_unavailable,2016-17,Report (2).csv multi-year Clark and Washoe export,/Users/patrickgavin/Downloads/Report (2).csv,-,public_rate_unavailable,,,,32,,Report (2).csv multi-year Clark and Washoe export,yes,Recovered from the downloaded Clark and Washoe multi-year CSV where entity 16610 appears as enCompass Academy; the school is present in the graduation universe but no usable public rate is shown in the export.
2017-18,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2017-18,2017-18 annual ACGR PDF,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,+,topcoded,95.0,97.5,100.0,,,2017-18 annual ACGR PDF,yes,Verified from the official 2017-18 annual ACGR PDF.
