class_year,school_name,entity_id,sponsor_bucket,charter_authorizer,model_type,reported_as_high_school,acgr_row_present,published_rate_status,latest_confirmed_in_grad_materials,base_reference,rate_source_url,published_overall_acgr,published_overall_acgr_code,rate_low,rate_mid,rate_high,cohort_count,graduate_count,weight_source,include_in_sector_total,notes
2018-19,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2018-19,2018-19 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,90.0,numeric,90.0,90.0,90.0,,,2018-19 annual ACGR PDF,yes,Verified from the official 2018-19 annual ACGR PDF.
2019-20,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,+,topcoded,95.0,97.5,100.0,,,2019-20 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2019-20 annual ACGR file.
2020-21,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,+,topcoded,95.0,97.5,100.0,,,2020-21 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2020-21 annual ACGR file.
2021-22,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,85.71,numeric,85.71,85.71,85.71,,,2021-22 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2021-22 annual ACGR file.
2022-23,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,+,topcoded,95.0,97.5,100.0,,,2022-23 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2022-23 annual ACGR file.
2023-24,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,87.5,numeric,87.5,87.5,87.5,,,2023-24 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Confirmed in cited graduation material for this class year.
2024-25,Innovations Int'l Charter J-SHS,02363,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,92.3,numeric,92.3,92.3,92.3,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF.
2017-18,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2017-18,2017-18 annual ACGR PDF,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,84.91,numeric,84.91,84.91,84.91,,,2017-18 annual ACGR PDF,yes,Verified from the official 2017-18 annual ACGR PDF.
2018-19,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,90.2,numeric,90.2,90.2,90.2,,,2018-19 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2018-19 annual ACGR file.
2019-20,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,90.5,numeric,90.5,90.5,90.5,,,2019-20 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2019-20 annual ACGR file.
2020-21,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,92.13,numeric,92.13,92.13,92.13,,,2020-21 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2020-21 annual ACGR file.
2021-22,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,88.22,numeric,88.22,88.22,88.22,,,2021-22 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2021-22 annual ACGR file.
2022-23,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,93.20,numeric,93.2,93.2,93.2,,,2022-23 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2022-23 annual ACGR file.
2023-24,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,91.9,numeric,91.9,91.9,91.9,,,2023-24 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Confirmed in cited graduation material for this class year.
2024-25,Odyssey Charter Schools 9-12 HS,02614,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,93.0,numeric,93.0,93.0,93.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF.
2017-18,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2017-18,2017-18 annual ACGR PDF,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,95.0,numeric,95.0,95.0,95.0,,,2017-18 annual ACGR PDF,yes,Verified from the official 2017-18 annual ACGR PDF.
2018-19,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,+,topcoded,95.0,97.5,100.0,,,2018-19 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2018-19 annual ACGR file.
2019-20,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,+,topcoded,95.0,97.5,100.0,,,2019-20 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2019-20 annual ACGR file.
2020-21,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2020-21,2020-21 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,+,topcoded,95.0,97.5,100.0,,,2020-21 annual ACGR PDF,yes,Verified from the official 2020-21 annual ACGR PDF where the school is reported above 95 percent.
2021-22,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,+,topcoded,95.0,97.5,100.0,,,2021-22 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2021-22 annual ACGR file.
2022-23,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,+,topcoded,95.0,97.5,100.0,,,2022-23 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2022-23 annual ACGR file.
2023-24,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,+,topcoded,95.0,97.5,100.0,,,2023-24 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Confirmed in cited graduation material for this class year.
2024-25,Explore Knowledge Academy J-SHS,02616,district_authorized,Clark County School District,brick_and_mortar,yes,yes,topcoded,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,+,topcoded,95.0,97.5,100.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF where the school is reported above 95 percent.
2017-18,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2017-18,2017-18 annual ACGR PDF,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,65.14,numeric,65.14,65.14,65.14,,,2017-18 annual ACGR PDF,yes,Verified from the official 2017-18 annual ACGR PDF.
2018-19,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,73.5,numeric,73.5,73.5,73.5,,,2018-19 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2018-19 annual ACGR file.
2019-20,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,74.3,numeric,74.3,74.3,74.3,,,2019-20 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2019-20 annual ACGR file.
2020-21,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,58.71,numeric,58.71,58.71,58.71,,,2020-21 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2020-21 annual ACGR file.
2021-22,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,68.81,numeric,68.81,68.81,68.81,,,2021-22 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2021-22 annual ACGR file.
2022-23,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,78.99,numeric,78.99,78.99,78.99,,,2022-23 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Verified from the 2022-23 annual ACGR file.
2023-24,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,77.9,numeric,77.9,77.9,77.9,,,2023-24 annual ACGR PDF,yes,Confirmed in 2023-24 Nevada ACGR school table Confirmed in cited graduation material for this class year.
2024-25,The Delta Academy J-SHS,02621,district_authorized,Clark County School District,brick_and_mortar,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,84.0,numeric,84.0,84.0,84.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF.
2022-23,Explore Academy,107101,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2022-23,2022-2023 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2022_2023_enrollment_numbers_2224fa62e5.xlsx,,,,,,,,,yes,"The 2022-2023 enrollment workbook shows no grade 12 students for entity 107101, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2023-24,Explore Academy,107101,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,75.0,numeric,75.0,75.0,75.0,,,2023-24 annual ACGR PDF,yes,Verified from the official 2023-24 annual ACGR PDF where Explore Academy is listed as an SPCSA high school.
2024-25,Explore Academy,107101,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,88.8,numeric,88.8,88.8,88.8,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF where Explore Academy is listed as an SPCSA high school.
2022-23,Mater Academy East,49434,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2022-23,2022-2023 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2022_2023_enrollment_numbers_2224fa62e5.xlsx,,,,,,,,,yes,"The 2022-2023 enrollment workbook shows no grade 12 students for entity 49434, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2023-24,Mater Academy East,49434,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,topcoded,2023-24,2023-24 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,+,topcoded,95.0,97.5,100.0,,,2023-24 annual ACGR PDF,yes,Verified from the official 2023-24 annual ACGR PDF where Mater Academy East is reported above 95 percent.
2024-25,Mater Academy East,49434,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,topcoded,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,+,topcoded,95.0,97.5,100.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF where Mater Academy East is reported above 95 percent.
2023-24,CASLV Cadence,87316,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2023-24,2023-2024 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2023_2024_school_year_validation_day_student_counts_2e68b10570.xlsx,,,,,,,,,yes,"The 2023-2024 enrollment workbook shows no grade 12 students for entity 87316, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2024-25,CASLV Cadence,87316,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2024-25,2024-2025 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2024_2025_school_year_validation_day_student_counts_16036836ca.xlsx,,,,,,,,,yes,"The 2024-2025 enrollment workbook shows no grade 12 students for entity 87316, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2023-24,Southern Nevada Trades High School,95301,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2023-24,2023-2024 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2023_2024_school_year_validation_day_student_counts_2e68b10570.xlsx,,,,,,,,,yes,"The 2023-2024 enrollment workbook shows no grade 12 students for entity 95301, so this school-year is treated as outside the four-year graduation universe even though the school was operating."
2024-25,Southern Nevada Trades High School,95301,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,yes,bottomcoded,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,*,bottomcoded,0.0,2.5,5.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF; published ACGR row controls even though the current-year enrollment workbook shows no grade 12 students.
2024-25,Thrive Point Academy,96601,SPCSA,State Public Charter School Authority,alternative,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,34.1,numeric,34.1,34.1,34.1,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF and aligned to Nevada's APF list.
2023-24,CIVICA Academy,110100,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2023-24,2023-2024 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2023_2024_school_year_validation_day_student_counts_2e68b10570.xlsx,,,,,,,,,yes,"The 2023-2024 enrollment workbook shows no grade 12 students for entity 110100, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2024-25,CIVICA Academy,110100,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2024-25,2024-2025 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2024_2025_school_year_validation_day_student_counts_16036836ca.xlsx,,,,,,,,,yes,"The 2024-2025 enrollment workbook shows no grade 12 students for entity 110100, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2022-23,Young Women's Leadership Academy of Las Vegas,113100,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2022-23,2022-2023 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2022_2023_enrollment_numbers_2224fa62e5.xlsx,,,,,,,,,yes,"The 2022-2023 enrollment workbook shows no grade 12 students for entity 113100, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2023-24,Young Women's Leadership Academy of Las Vegas,113100,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2023-24,2023-2024 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2023_2024_school_year_validation_day_student_counts_2e68b10570.xlsx,,,,,,,,,yes,"The 2023-2024 enrollment workbook shows no grade 12 students for entity 113100, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2024-25,Young Women's Leadership Academy of Las Vegas,113100,SPCSA,State Public Charter School Authority,brick_and_mortar,yes,no,no_grade12_enrollment,2024-25,2024-2025 enrollment by grade workbook,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/2024_2025_school_year_validation_day_student_counts_16036836ca.xlsx,,,,,,,,,yes,"The 2024-2025 enrollment workbook shows no grade 12 students for entity 113100, so this school-year is treated as outside the four-year graduation universe even though the high school program existed."
2017-18,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,+,topcoded,95.0,97.5,100.0,,,2017-18 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2017-18 annual ACGR file under the Academy of Career Education name.
2018-19,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,+,topcoded,95.0,97.5,100.0,,,2018-19 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2018-19 annual ACGR file under the Academy of Career Education Charter School name.
2019-20,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2019-20,2019-20 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,+,topcoded,95.0,97.5,100.0,,,2019-20 annual ACGR PDF,yes,Verified from the official 2019-20 annual ACGR PDF under the shortened Academy of Career Educa name.
2020-21,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,+,topcoded,95.0,97.5,100.0,,,2020-21 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2020-21 annual ACGR file under the Academy For Career Education name.
2021-22,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,+,topcoded,95.0,97.5,100.0,,,2021-22 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2021-22 annual ACGR file under the Academy For Career Education name.
2022-23,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,+,topcoded,95.0,97.5,100.0,,,2022-23 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2022-23 annual ACGR file under the Academy For Career Education name.
2023-24,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,+,topcoded,95.0,97.5,100.0,,,2023-24 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2023-24 annual ACGR file under the Academy For Career Education name.
2024-25,Academy for Career Education Charter,16608,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,+,topcoded,95.0,97.5,100.0,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF under the Academy For Career Education name.
2017-18,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,+,topcoded,95.0,97.5,100.0,,,2017-18 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2017-18 annual ACGR file under the Coral Academy High School name.
2018-19,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2018-2019.pdf,+,topcoded,95.0,97.5,100.0,,,2018-19 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2018-19 annual ACGR file under the Coral Academy High School name.
2019-20,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2019-20.pdf,+,topcoded,95.0,97.5,100.0,,,2019-20 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2019-20 annual ACGR file under the Coral Academy High School name.
2020-21,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2020-21.pdf,+,topcoded,95.0,97.5,100.0,,,2020-21 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2020-21 annual ACGR file under the Coral Academy High School name.
2021-22,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2021-22.pdf,+,topcoded,95.0,97.5,100.0,,,2021-22 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2021-22 annual ACGR file under the Coral Academy High School name.
2022-23,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,topcoded,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2022-23.pdf,+,topcoded,95.0,97.5,100.0,,,2022-23 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2022-23 annual ACGR file under the Coral Academy High School name.
2023-24,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,numeric,2016-17,2016-17 Washoe accountability report,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,93.6,numeric,93.6,93.6,93.6,,,2023-24 annual ACGR PDF,yes,Needs validation against later school directory naming Verified from the 2023-24 annual ACGR file under the Coral Academy High School name.
2024-25,Coral Academy of Science Charter,16312,district_authorized,Washoe County School District,brick_and_mortar,yes,yes,numeric,2024-25,2024-25 annual ACGR PDF,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,93.7,numeric,93.7,93.7,93.7,,,2024-25 annual ACGR PDF,yes,Verified from the official 2024-25 annual ACGR PDF under the Coral Academy High School name.
2017-18,ICDA Charter HS,16604,district_authorized,Washoe County School District,alternative,yes,yes,numeric,2016-17,2016-17 Washoe accountability report,https://webapp-strapi-paas-prod-nde-001.azurewebsites.net/uploads/suppressed1718_afee2482a5.pdf,40.23,numeric,40.23,40.23,40.23,,,2017-18 annual ACGR PDF,yes,Appears as charter in Washoe accountability report Verified from the 2017-18 annual ACGR file under the I Can Do Anything Charter High School name.
