Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2017,13,Carson City,13201.1,Bordewich Bray ES,Regular,54,3,YES,59.4,46.6,N/A,YES,YES,NO,NO,NO,48.6,26.3,56,N/A,N/A,,,,N/A,N/A,9.3,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13203.1,Fritsch ES,Regular,74.5,4,NO,55.8,41.7,N/A,YES,YES,NO,NO,NO,61.6,43.4,48.1,N/A,N/A,,,,N/A,N/A,5.8,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13204.1,Fremont ES,Regular,39.5,2,YES,35.4,23.3,N/A,YES,YES,NO,NO,NO,31.5,28.9,57.5,N/A,N/A,,,,N/A,N/A,5.4,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13207.1,Seeliger ES,Regular,50.5,3,NO,46.1,38.3,N/A,YES,YES,NO,NO,NO,35.7,37.9,47.3,N/A,N/A,,,,N/A,N/A,8,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13209.1,Empire ES,Regular,41,2,YES,29.7,25.3,N/A,YES,YES,NO,NO,NO,43,30.6,53.2,N/A,N/A,,,,N/A,N/A,7.4,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13211.1,Mark Twain ES,Regular,60.5,3,YES,45.1,39.8,N/A,YES,YES,YES,NO,NO,49,34.5,59.4,N/A,N/A,,,,N/A,N/A,5.6,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13212.1,Carson Montessori ES,Charter,91.43,Not Rated,NO,65.4,47.3,N/A,YES,YES,NO,NO,NO,-,-,-,N/A,N/A,,,,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13301.2,Carson MS,Regular,71,4,NO,47,25.5,N/A,YES,YES,NO,NO,NO,49.5,30.9,27.2,>95,N/A,,,,N/A,N/A,11.5,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13302.2,Eagle Vly MS,Regular,72,4,NO,48.7,22.9,N/A,YES,YES,NO,NO,NO,51.1,25,30.6,>95,N/A,,,,N/A,N/A,9.2,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13501.3,Carson HS,Regular,75,-1,NO,76,62.5,,N/A,N/A,NO,NO,NO,N/A,N/A,18.8,N/A,89,,,,88,87.6,7.1,NO,N/A,NO,N/A,NO,N/A
2017,13,Carson City,13903.3,Pioneer HS,Alternative,19.78,-1,NO,60,38.2,,N/A,N/A,YES,NO,NO,N/A,N/A,-,N/A,79.1,,,,72,54.6,40,NO,N/A,NO,N/A,NO,N/A
