Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2016,16,Washoe,16201.1,Anderson ES,Regular,,,YES,34.2,29.2,56.3,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16202.1,Loder ES,Regular,,,YES,25.9,25.9,23.2,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16203.1,Elmcrest ES,Regular,,,YES,38,39.7,61.4,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16204.1,Duncan ES,Regular,,,YES,18.7,22.1,35.9,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16205.1,Warner ES,Regular,,,YES,41.9,32.5,51.7,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16206.1,Hunter Lake ES,Regular,,,NO,69.7,58.8,93.2,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16207.1,Beck ES,Regular,,,NO,72.6,62.9,91.1,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16208.1,Booth ES,Regular,,,YES,33,29.8,33.3,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16209.1,Towles ES,Regular,,,NO,64.9,56,75.5,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
2016,16,Washoe,16210.1,Melton ES,Regular,,,NO,72.2,58.2,79,NO,NO,NO,NO,NO,N/A,N/A,,,,,,,,,,NO,N/A,NO,N/A,NO,N/A
