Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2018,16,Washoe,16201.1,Anderson ES,Zoom Regular,21.5,1,YES,33.6,27.4,18.8,YES,YES,NO,NO,NO,35,21.1,46.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.5,YES,1,NO,N/A,NO,N/A
2018,16,Washoe,16202.1,Loder ES,Zoom Regular,20,1,YES,20.1,14.6,7.1,YES,YES,NO,NO,NO,31.7,11.2,47.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,YES,2,NO,N/A,NO,N/A
2018,16,Washoe,16203.1,Elmcrest ES,Regular,35.5,2,YES,37.1,27.4,22,YES,YES,NO,NO,NO,47.8,25.5,36.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.2,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16204.1,Duncan ES,Zoom Regular,17,1,YES,23.1,26.5,<5,YES,YES,NO,NO,NO,18.3,12.1,42.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,YES,2,NO,N/A,NO,N/A
2018,16,Washoe,16205.1,Warner ES,Regular,36,2,YES,37.8,37.8,15.1,YES,YES,NO,NO,NO,32.3,37.3,57.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.1,NO,N/A,YES,1,YES,1
2018,16,Washoe,16206.1,Hunter Lake ES,Regular,95,5,NO,77,70.3,62.3,YES,YES,NO,NO,NO,77.1,67.1,81.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16207.1,Beck ES,Regular,95.5,5,NO,70.8,66.5,39.5,YES,YES,NO,NO,NO,71.7,71.7,56.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.6,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16208.1,Booth ES,Victory Regular,22.5,1,YES,24.4,28.1,<5,YES,YES,NO,NO,NO,22.8,19.2,61.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.9,YES,2,NO,N/A,NO,N/A
2018,16,Washoe,16209.1,Towles ES,Regular,50,3,NO,59.8,49.1,26.8,YES,YES,YES,NO,NO,43.7,32,71.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16210.1,Melton ES,Regular,93,5,NO,71.1,73.4,40.2,YES,YES,NO,NO,NO,69.7,72.8,73.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16211.1,Mount Rose ES,Regular,81.5,4,NO,56.8,59.8,28.3,YES,YES,NO,NO,NO,66.6,65.5,30.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16211.2,Mount Rose MS,Regular,103,5,NO,92.7,90.9,86.2,YES,YES,NO,NO,NO,92.5,92.5,-,93.1,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16212.1,Double Diamond ES,Regular,75.5,4,NO,58.3,61.3,42,YES,YES,NO,NO,NO,54,58.9,63.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16213.1,Peavine ES,Regular,53.5,3,NO,58.1,50.9,32.1,YES,YES,YES,NO,NO,53,40.8,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.8,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16214.1,Cannan ES,Zoom Regular,17,1,YES,20.8,15.9,10.7,YES,YES,NO,NO,NO,26.4,13.8,45.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.9,YES,1,NO,N/A,NO,N/A
2018,16,Washoe,16215.1,Corbett ES,Zoom Regular,48,2,YES,26.3,27.9,20.3,YES,YES,NO,NO,NO,34.9,41.2,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16216.1,Gomm ES,Regular,89.11,5,NO,80.3,75.1,67.1,YES,YES,YES,NO,NO,70.6,69.3,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16218.1,Smithridge ES,Zoom Regular,46.5,2,YES,41.4,29.4,12.5,YES,YES,NO,NO,NO,45.6,31.7,62.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16219.1,Stead ES,Regular,25,1,YES,30.7,21.3,14.7,YES,YES,NO,NO,NO,30.3,15.7,51.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.4,YES,1,NO,N/A,NO,N/A
2018,16,Washoe,16220.1,Veterans Mem ES,Zoom Regular,31.5,2,YES,31.1,24,18.4,YES,YES,NO,NO,NO,42.1,27.4,39.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.1,YES,2,NO,N/A,NO,N/A
2018,16,Washoe,16221.1,Risley ES,Zoom Regular,56,3,YES,36.1,32.3,26.6,YES,YES,NO,NO,NO,44.6,45.8,55.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9,NO,N/A,NO,N/A,NO,N/A
2018,16,Washoe,16222.1,Maxwell ES,Zoom Regular,66.5,3,YES,41.8,29.7,16,YES,YES,NO,NO,NO,61.1,37.7,56.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,NO,N/A,NO,N/A,NO,N/A
