Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2018,12,Nye,12101.1,Duckwater ES,Regular,103,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12102.1,Manse ES,Zoom Regular,70,4,YES,57.9,47.6,26.5,YES,YES,NO,NO,NO,66.9,57.6,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.6,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12103.1,Round Mtn ES,Regular,13.67,1,NO,19,19,N/A,YES,YES,NO,NO,NO,12.9,9.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.5,YES,1,NO,N/A,NO,N/A
2018,12,Nye,12105.1,Gabbs ES,Regular,13,Not Rated,YES,-,-,-,-,-,NO,NO,NO,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12106.1,Amargosa Vly ES,Victory Regular,38,2,YES,31.5,42.1,9.1,YES,YES,NO,NO,NO,18.1,40.9,31.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12108.1,Johnson ES,Zoom Regular,17,1,YES,22.8,16,<5,YES,YES,NO,NO,NO,28.8,21,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,YES,1,NO,N/A,NO,N/A
2018,12,Nye,12201.1,Beatty ES,Regular,75.67,4,YES,50,54.1,<5,YES,YES,NO,NO,NO,62.5,93.7,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.3,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12202.1,Tonopah ES,Regular,23.56,1,NO,44.7,30.2,17.9,YES,YES,NO,NO,NO,28.5,16.6,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,YES,2,NO,N/A,NO,N/A
2018,12,Nye,12207.1,Hafen ES,Regular,75,4,YES,50.3,39.2,10.2,YES,YES,YES,NO,NO,65.6,56.2,90.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.8,NO,N/A,NO,N/A,NO,N/A
2018,12,Nye,12210.1,Floyd ES,Regular,58,3,YES,52.9,44.3,23.9,YES,YES,NO,NO,NO,54.1,46.6,35.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.3,NO,N/A,NO,N/A,NO,N/A
