Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2018,03,Douglas,03201.1,Gardnerville ES,Regular,75,4,YES,62,45.3,36,YES,YES,NO,NO,NO,70.3,45.5,44.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.6,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03202.1,Zephyr Cove ES,Regular,90.5,5,NO,64.7,57.9,52.4,YES,YES,NO,NO,NO,64.9,61.4,72.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.6,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03205.1,Meneley  ES,Regular,62,3,YES,54.1,47.2,35.8,YES,YES,NO,NO,NO,48.2,48.9,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03206.1,Jacks Vly ES,Regular,39.5,2,YES,53.6,49.1,23,YES,YES,NO,NO,NO,46.8,35.1,42.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.4,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03207.1,Scarselli ES,Regular,46.5,2,YES,45.6,47.7,25,YES,YES,NO,NO,NO,44.7,38.1,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.7,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03209.1,Pinon Hills ES,Regular,88.11,5,NO,76.6,71.9,48.2,YES,YES,NO,NO,NO,68.3,60.8,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03210.1,Minden ES,Zoom Regular,56,3,NO,59.8,52.7,40.7,YES,YES,NO,NO,NO,52.3,39,31.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03301.2,Carson Vly MS,Regular,62,3,NO,52.7,41,42.9,YES,YES,NO,NO,NO,46.5,38.1,48.4,74.7,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,YES,1,YES,1
2018,03,Douglas,03302.2,Pau Wa Lu MS,Regular,42,2,NO,46,24.4,43,YES,YES,NO,NO,NO,44.1,24.2,26,75.2,N/A,N/A,N/A,N/A,N/A,N/A,15.8,NO,N/A,YES,1,YES,1
2018,03,Douglas,03501.3,Douglas HS HS,Regular,89.5,5,NO,61.7,46.5,60.2,YES,YES,NO,NO,NO,N/A,N/A,13.3,N/A,92.6,67.8,46.9,41.5,91.8,92.7,16.4,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03502.2,Whittell MS,Regular,50.89,3,NO,50.8,33.3,50,YES,YES,NO,NO,NO,47.1,33.3,-,61.5,N/A,N/A,N/A,N/A,N/A,N/A,18,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03502.3,Whittell HS,Regular,87.56,5,NO,59.2,48.1,45.4,YES,YES,NO,NO,NO,N/A,N/A,-,N/A,93.7,66.6,46.1,54.1,>95,90.3,26.1,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03503.2,Jacobsen MS,Correctional,N/A,Not Rated,NO,N/A,N/A,N/A,-,-,NO,NO,NO,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03503.3,Jacobsen HS,Correctional,2.86,Not Rated,NO,-,-,N/A,-,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,5.5,N/A,N/A,-,41.6,62.5,N/A,YES,1,NO,N/A,NO,N/A
2018,03,Douglas,03504.3,ASPIRE HS HS,Alternative,34.35,2,NO,61.1,27.7,-,YES,YES,NO,NO,NO,N/A,N/A,N/A,N/A,45.4,<5,<4.5,<5,73.6,90.2,64.5,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03901.1,Douglas ALT ES,Alternative,N/A,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03901.2,Douglas ALT MS,Alternative,N/A,Not Rated,NO,-,-,-,-,-,NO,NO,NO,-,-,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NO,N/A,NO,N/A,NO,N/A
2018,03,Douglas,03901.3,Douglas ALT HS,Alternative,18.67,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,NO,N/A,N/A,N/A,N/A,-,-,-,N/A,-,-,N/A,NO,N/A,NO,N/A,NO,N/A
