school_year,level_band,rating_bucket_5level,rating_bucket_3level,enrollment,enrollment_share,school_count,data_status
2023-24,ES,3,3,6341.0,0.1807479619177926,13,modern_reporting
2023-24,ES,4,4-5,9405.0,0.2680861980502822,16,modern_reporting
2023-24,ES,5,4-5,6397.0,0.18234422210820364,9,modern_reporting
2023-24,ES,Not Rated,Not Rated,517.0,0.014736902115044753,4,modern_reporting
2023-24,ES,Collapsed,1-2,12422.0,0.35408471580867684,30,modern_reporting
2023-24,ES,Collapsed,3,6341.0,0.1807479619177926,13,modern_reporting
2023-24,ES,Collapsed,4-5,15802.0,0.45043042015848583,25,modern_reporting
2023-24,ES,Collapsed,Not Rated,517.0,0.014736902115044753,4,modern_reporting
2023-24,HS,1,1-2,1661.0,0.10318692924147356,3,modern_reporting
2023-24,HS,2,1-2,1051.0,0.06529166925514071,1,modern_reporting
2023-24,HS,3,3,4042.0,0.25110268994222523,6,modern_reporting
2023-24,HS,4,4-5,1986.0,0.1233770267751755,6,modern_reporting
2023-24,HS,5,4-5,6021.0,0.37404485307821334,17,modern_reporting
2023-24,HS,Not Rated,Not Rated,1336.0,0.08299683170777164,7,modern_reporting
2023-24,HS,Collapsed,1-2,2712.0,0.16847859849661428,4,modern_reporting
2023-24,HS,Collapsed,3,4042.0,0.25110268994222523,6,modern_reporting
2023-24,HS,Collapsed,4-5,8007.0,0.4974218798533888,23,modern_reporting
2023-24,HS,Collapsed,Not Rated,1336.0,0.08299683170777164,7,modern_reporting
2023-24,MS,1,1-2,1338.0,0.0698001982367364,8,modern_reporting
2023-24,MS,2,1-2,2865.0,0.14946006573112838,9,modern_reporting
2023-24,MS,3,3,3712.0,0.19364599092284418,15,modern_reporting
2023-24,MS,4,4-5,2747.0,0.14330429339036987,7,modern_reporting
2023-24,MS,5,4-5,8507.0,0.4437894517189212,23,modern_reporting
2023-24,MS,Not Rated,Not Rated,0.0,0.0,0,modern_reporting
2023-24,MS,Collapsed,1-2,4203.0,0.21926026396786477,17,modern_reporting
2023-24,MS,Collapsed,3,3712.0,0.19364599092284418,15,modern_reporting
2023-24,MS,Collapsed,4-5,11254.0,0.587093745109291,30,modern_reporting
2023-24,MS,Collapsed,Not Rated,0.0,0.0,0,modern_reporting
2024-25,ES,1,1-2,1875.0,0.052970590728027796,8,modern_reporting
2024-25,ES,2,1-2,5153.0,0.1455773088114812,11,modern_reporting
2024-25,ES,3,3,3194.0,0.09023363561883775,7,modern_reporting
2024-25,ES,4,4-5,8812.0,0.24894765093086985,18,modern_reporting
2024-25,ES,5,4-5,16181.0,0.4571291352374495,25,modern_reporting
2024-25,ES,Not Rated,Not Rated,182.0,0.005141678673333898,2,modern_reporting
2024-25,ES,Collapsed,1-2,7028.0,0.198547899539509,19,modern_reporting
2024-25,ES,Collapsed,3,3194.0,0.09023363561883775,7,modern_reporting
2024-25,ES,Collapsed,4-5,24993.0,0.7060767861683194,43,modern_reporting
2024-25,ES,Collapsed,Not Rated,182.0,0.005141678673333898,2,modern_reporting
2024-25,HS,1,1-2,2043.0,0.1168496911461908,3,modern_reporting
2024-25,HS,2,1-2,119.0,0.00680622283230382,1,modern_reporting
2024-25,HS,3,3,3845.0,0.2199153511782201,5,modern_reporting
2024-25,HS,4,4-5,3453.0,0.19749485243651338,9,modern_reporting
2024-25,HS,5,4-5,7028.0,0.4019675131548845,16,modern_reporting
2024-25,HS,Not Rated,Not Rated,996.0,0.05696636925188744,7,modern_reporting
2024-25,HS,Collapsed,1-2,2162.0,0.12365591397849462,4,modern_reporting
2024-25,HS,Collapsed,3,3845.0,0.2199153511782201,5,modern_reporting
2024-25,HS,Collapsed,4-5,10481.0,0.5994623655913979,25,modern_reporting
2024-25,HS,Collapsed,Not Rated,996.0,0.05696636925188744,7,modern_reporting
2024-25,MS,1,1-2,516.0,0.026278264412303933,3,modern_reporting
2024-25,MS,2,1-2,1758.0,0.0895294357302913,7,modern_reporting
2024-25,MS,3,3,3484.0,0.17742921165206763,14,modern_reporting
2024-25,MS,4,4-5,1463.0,0.0745060093705439,6,modern_reporting
2024-25,MS,5,4-5,12415.0,0.6322570788347932,31,modern_reporting
2024-25,MS,Not Rated,Not Rated,0.0,0.0,0,modern_reporting
2024-25,MS,Collapsed,1-2,2274.0,0.11580770014259523,10,modern_reporting
2024-25,MS,Collapsed,3,3484.0,0.17742921165206763,14,modern_reporting
2024-25,MS,Collapsed,4-5,13878.0,0.7067630882053372,37,modern_reporting
2024-25,MS,Collapsed,Not Rated,0.0,0.0,0,modern_reporting
