school_year,accountability_year,district_code,district_name,school_code,school_name,school_type,charter_status,authorizer,school_level_band,star_rating,rating_bucket_5level,rating_bucket_3level,enrollment_k,enrollment_1,enrollment_2,enrollment_3,enrollment_4,enrollment_5,enrollment_6,enrollment_7,enrollment_8,enrollment_9,enrollment_10,enrollment_11,enrollment_12,enrollment_es,enrollment_ms,enrollment_hs,enrollment_total,source_enrollment_file,source_rating_file,join_confidence,notes
2012-13,2012-13,18,State Charters,18400.2,Silver State MS,Charter,charter,Historical State Charters,MS,1.0,1,1-2,,,,,,,,,,,,,,,,,33.47,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18400.3,Silver State HS,Charter,charter,Historical State Charters,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,394.53,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18401.3,Nevada State HS,Charter,charter,Historical State Charters,HS,5.0,5,4-5,,,,,,,,,,,,,,,,,226.0,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2012-13,2012-13,18,State Charters,18404.1,Nevada Virtual Ac ES,Charter Virtual School,charter,Historical State Charters,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,1454.48,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18404.2,Nevada Virtual Ac MS,Charter Virtual School,charter,Historical State Charters,MS,2.0,2,1-2,,,,,,,,,,,,,,,,,1387.71,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18404.3,Nevada Virtual Ac HS,Charter Virtual School,charter,Historical State Charters,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,1654.81,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18405.1,NV Connections Ac ES,Charter Virtual School,charter,Historical State Charters,ES,3.0,3,3,,,,,,,,,,,,,,,,,444.17,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18405.2,NV Connections Ac MS,Charter Virtual School,charter,Historical State Charters,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,408.65,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18405.3,NV Connections Ac HS,Charter Virtual School,charter,Historical State Charters,HS,3.0,3,3,,,,,,,,,,,,,,,,,754.18,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18407.1,Coral Acad of Sci ES,Charter,charter,Historical State Charters,ES,4.0,4,4-5,,,,,,,,,,,,,,,,,636.27,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18407.2,Coral Acad of Sci MS,Charter,charter,Historical State Charters,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,408.56,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18407.3,Coral Acad of Sci HS,Charter,charter,Historical State Charters,HS,4.0,4,4-5,,,,,,,,,,,,,,,,,230.17,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18408.1,Quest Acad ES,Charter,charter,Historical State Charters,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,665.76,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18408.2,Quest Acad MS,Charter,charter,Historical State Charters,MS,3.0,3,3,,,,,,,,,,,,,,,,,222.18,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18408.3,Quest Acad HS,Charter,charter,Historical State Charters,HS,3.0,3,3,,,,,,,,,,,,,,,,,113.05,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18409.3,Beacon Academy HS,Charter Virtual School,charter,Historical State Charters,HS,1.0,1,1-2,,,,,,,,,,,,,,,,,732.0,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2012-13,2012-13,18,State Charters,18410.1,Elko Institute ES,Charter,charter,Historical State Charters,ES,3.0,3,3,,,,,,,,,,,,,,,,,100.07,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18410.2,Elko Institute MS,Charter,charter,Historical State Charters,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,45.93,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18411.1,Silver Sands ES,Charter,charter,Historical State Charters,ES,3.0,3,3,,,,,,,,,,,,,,,,,227.76,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18411.2,Silver Sands MS,Charter,charter,Historical State Charters,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,49.24,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18412.3,Alpine Charter HS,Charter,charter,Historical State Charters,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,120.0,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2012-13,2012-13,18,State Charters,18414.1,Oasis Acad ES,Charter,charter,Historical State Charters,ES,4.0,4,4-5,,,,,,,,,,,,,,,,,82.98,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18414.2,Oasis Acad MS,Charter,charter,Historical State Charters,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,48.81,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18417.1,Discovery Sch ES,Charter,charter,Historical State Charters,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,241.98,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18417.2,Discovery Sch MS,Charter,charter,Historical State Charters,MS,3.0,3,3,,,,,,,,,,,,,,,,,75.02,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18418.1,Imagine MTN View ES,Charter,charter,Historical State Charters,ES,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,333.0,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2012-13,2012-13,18,State Charters,18419.1,Somerset Acad ES,Charter,charter,Historical State Charters,ES,4.0,4,4-5,,,,,,,,,,,,,,,,,1063.98,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18419.2,Somerset Acad MS,Charter,charter,Historical State Charters,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,561.01,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18423.1,Pinecrest ES,Charter,charter,Historical State Charters,ES,3.0,3,3,,,,,,,,,,,,,,,,,583.2,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18423.2,Pinecrest MS,Charter,charter,Historical State Charters,MS,3.0,3,3,,,,,,,,,,,,,,,,,180.8,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18424.1,Honors Acad ES,Charter,charter,Historical State Charters,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,85.73,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2012-13,2012-13,18,State Charters,18424.2,Honors Acad MS,Charter,charter,Historical State Charters,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,36.27,nv_2013_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18400.2,Silver State MS,Charter,charter,State Public Charter School Authority,MS,1.0,1,1-2,,,,,,,,,,,,,,,,,33.47,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18400.3,Silver State HS,Charter,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,394.53,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18401.3,Nevada State HS,Charter,charter,State Public Charter School Authority,HS,5.0,5,4-5,,,,,,,,,,,,,,,,,279.0,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2013-14,2013-14,18,State Public Charter Schools,18404.1,Nevada Virtual Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,1186.68,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18404.2,Nevada Virtual Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,1132.2,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18404.3,Nevada Virtual Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,1350.12,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18405.1,NV Connections Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,549.2,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18405.2,NV Connections Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,505.29,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18405.3,NV Connections Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,932.52,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18407.1,Coral Acad of Sci ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,688.17,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18407.2,Coral Acad of Sci MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,441.88,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18407.3,Coral Acad of Sci HS,Charter,charter,State Public Charter School Authority,HS,5.0,5,4-5,,,,,,,,,,,,,,,,,248.95,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18408.1,Quest Acad ES,Charter,charter,State Public Charter School Authority,ES,4.0,4,4-5,,,,,,,,,,,,,,,,,573.98,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18408.2,Quest Acad MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,191.55,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18408.3,Quest Acad HS,Charter,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,97.47,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18409.3,Beacon Academy HS,Charter Virtual School,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,811.0,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2013-14,2013-14,18,State Public Charter Schools,18410.1,Elko Institute ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,111.72,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18410.2,Elko Institute MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,51.28,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18411.1,Silver Sands ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,235.16,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18411.2,Silver Sands MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,50.84,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18412.3,Alpine Charter HS,Charter,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,80.0,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2013-14,2013-14,18,State Public Charter Schools,18414.1,Oasis Acad ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,82.98,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18414.2,Oasis Acad MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,48.81,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18417.1,Discovery Sch ES,Charter,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,280.15,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18417.2,Discovery Sch MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,86.85,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18418.1,Imagine MTN View ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,475.0,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2013-14,2013-14,18,State Public Charter Schools,18419.1,Somerset Acad ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,1796.36,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18419.2,Somerset Acad MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,947.18,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18423.1,Pinecrest ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,675.56,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18423.2,Pinecrest MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,209.44,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18424.1,Honors Acad ES,Charter,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,135.62,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18424.2,Honors Acad MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,57.38,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18426.1,Doral CS ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,533.39,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18426.2,Doral CS MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,218.61,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18428.1,Learning Bridge ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,83.41,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2013-14,2013-14,18,State Public Charter Schools,18428.2,Learning Bridge MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,34.59,nv_2014_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18400.2,Silver State MS,Charter,charter,State Public Charter School Authority,MS,1.0,1,1-2,,,,,,,,,,,,,,,,,32.22,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18400.3,Silver State HS,Charter,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,379.78,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18401.3,Nevada State HS,Charter,charter,State Public Charter School Authority,HS,5.0,5,4-5,,,,,,,,,,,,,,,,,312.0,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2014-15,2014-15,18,State Public Charter Schools,18404.1,Nevada Virtual Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,851.28,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18404.2,Nevada Virtual Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,812.19,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18404.3,Nevada Virtual Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,968.53,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18405.1,NV Connections Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,725.26,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18405.2,NV Connections Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,667.27,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18405.3,NV Connections Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,2.0,2,1-2,,,,,,,,,,,,,,,,,1231.47,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18407.1,Coral Acad of Sci ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,742.56,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18407.2,Coral Acad of Sci MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,476.81,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18407.3,Coral Acad of Sci HS,Charter,charter,State Public Charter School Authority,HS,5.0,5,4-5,,,,,,,,,,,,,,,,,268.63,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18408.1,Quest Acad ES,Charter,charter,State Public Charter School Authority,ES,4.0,4,4-5,,,,,,,,,,,,,,,,,971.04,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18408.2,Quest Acad MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,324.06,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18408.3,Quest Acad HS,Charter,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,164.89,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18409.3,Beacon Academy HS,Charter Virtual School,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,524.0,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2014-15,2014-15,18,State Public Charter Schools,18410.1,Elko Institute ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,124.74,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18410.2,Elko Institute MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,57.26,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18411.1,Silver Sands ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,233.51,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18411.2,Silver Sands MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,50.49,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18412.3,Alpine Charter HS,Charter,charter,State Public Charter School Authority,HS,3.0,3,3,,,,,,,,,,,,,,,,,109.0,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2014-15,2014-15,18,State Public Charter Schools,18414.1,Oasis Acad ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,164.12,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18414.2,Oasis Acad MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,96.54,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18417.1,Discovery Sch ES,Charter,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,327.47,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
