school_year,accountability_year,district_code,district_name,school_code,school_name,school_type,charter_status,authorizer,school_level_band,star_rating,rating_bucket_5level,rating_bucket_3level,enrollment_k,enrollment_1,enrollment_2,enrollment_3,enrollment_4,enrollment_5,enrollment_6,enrollment_7,enrollment_8,enrollment_9,enrollment_10,enrollment_11,enrollment_12,enrollment_es,enrollment_ms,enrollment_hs,enrollment_total,source_enrollment_file,source_rating_file,join_confidence,notes
2023-24,2023-24,16,Washoe,16605.2,Sierra NV Acad CS MS,District Charter,charter,Washoe County School District,MS,2,2,1-2,26.0,23.0,32.0,26.0,24.0,31.0,21.0,37.0,40.0,0.0,0.0,0.0,0.0,162.0,98.0,0.0,98.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,16,Washoe,16608.3,ACE ACAD HS,District Charter,charter,Washoe County School District,HS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,71.0,48.0,0.0,0.0,249.0,249.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,16,Washoe,16610.3,enCompass CS HS,District Charter,charter,Washoe County School District,HS,1,1,1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,33.0,43.0,0.0,0.0,137.0,137.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,101101.1,NV Rise CS ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,67.0,64.0,56.0,61.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,369.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,102100.1,NV Prep CS ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,0.0,0.0,0.0,34.0,33.0,54.0,64.0,60.0,69.0,0.0,0.0,0.0,0.0,121.0,193.0,0.0,121.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,102100.2,NV Prep CS MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,0.0,0.0,0.0,34.0,33.0,54.0,64.0,60.0,69.0,0.0,0.0,0.0,0.0,121.0,193.0,0.0,193.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,104101.3,NSHS II Meadowwood HS,SPCSA,charter,State Public Charter School Authority,HS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,30.0,30.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,105101.1,Signature Prep CS ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,118.0,128.0,153.0,143.0,145.0,92.0,82.0,76.0,69.0,0.0,0.0,0.0,0.0,779.0,227.0,0.0,779.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,105101.2,Signature Prep CS MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,118.0,128.0,153.0,143.0,145.0,92.0,82.0,76.0,69.0,0.0,0.0,0.0,0.0,779.0,227.0,0.0,227.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,106101.1,Pinecrest Northern NV ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,99.0,100.0,111.0,106.0,111.0,108.0,132.0,130.0,100.0,0.0,0.0,0.0,0.0,635.0,362.0,0.0,635.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,106101.2,Pinecrest Northern NV MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,99.0,100.0,111.0,106.0,111.0,108.0,132.0,130.0,100.0,0.0,0.0,0.0,0.0,635.0,362.0,0.0,362.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,107101.2,Explore ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52.0,68.0,41.0,36.0,18.0,9.0,0.0,164.0,104.0,164.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,107101.3,Explore ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52.0,68.0,41.0,36.0,18.0,9.0,0.0,164.0,104.0,104.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,110100.1,CIVICA Acad ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,117.0,130.0,130.0,99.0,82.0,82.0,67.0,68.0,67.0,63.0,0.0,0.0,0.0,640.0,202.0,63.0,640.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,110100.2,CIVICA Acad MS,SPCSA,charter,State Public Charter School Authority,MS,2,2,1-2,117.0,130.0,130.0,99.0,82.0,82.0,67.0,68.0,67.0,63.0,0.0,0.0,0.0,640.0,202.0,63.0,202.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,110100.3,CIVICA Acad HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,117.0,130.0,130.0,99.0,82.0,82.0,67.0,68.0,67.0,63.0,0.0,0.0,0.0,640.0,202.0,63.0,63.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,111100.1,Sage Collegiate ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,40.0,43.0,48.0,30.0,29.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,26.0,0.0,215.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,111100.2,Sage Collegiate MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,40.0,43.0,48.0,30.0,29.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,26.0,0.0,26.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,112100.1,TEACH Las Vegas ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,30.0,45.0,49.0,40.0,37.0,39.0,46.0,55.0,42.0,0.0,0.0,0.0,0.0,240.0,143.0,0.0,240.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,112100.2,TEACH Las Vegas MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,30.0,45.0,49.0,40.0,37.0,39.0,46.0,55.0,42.0,0.0,0.0,0.0,0.0,240.0,143.0,0.0,143.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,113100.2,YWLA MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,54.0,30.0,10.0,13.0,0.0,0.0,0.0,118.0,23.0,118.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,113100.3,YWLA HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,34.0,54.0,30.0,10.0,13.0,0.0,0.0,0.0,118.0,23.0,23.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,114100.1,pilotED Cactus Park ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,72.0,65.0,51.0,49.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,296.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,115100.1,Strong Start Academy ES,SPCSA,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,53.0,46.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,142.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,116100.1,Battle Born Charter ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,43.0,37.0,34.0,26.0,24.0,25.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,189.0,78.0,0.0,189.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,116100.2,Battle Born Charter MS,SPCSA,charter,State Public Charter School Authority,MS,1,1,1-2,43.0,37.0,34.0,26.0,24.0,25.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,189.0,78.0,0.0,78.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,38435.1,Freedom Class ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,99.0,120.0,124.0,120.0,124.0,126.0,118.0,120.0,113.0,0.0,0.0,0.0,0.0,713.0,351.0,0.0,713.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,38435.2,Freedom Class ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,99.0,120.0,124.0,120.0,124.0,126.0,118.0,120.0,113.0,0.0,0.0,0.0,0.0,713.0,351.0,0.0,351.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39438.1,Legacy N Valley ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,143.0,154.0,151.0,151.0,153.0,153.0,155.0,160.0,129.0,0.0,0.0,0.0,0.0,905.0,444.0,0.0,905.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39438.2,Legacy N Valley MS,SPCSA,charter,State Public Charter School Authority,MS,2,2,1-2,143.0,154.0,151.0,151.0,153.0,153.0,155.0,160.0,129.0,0.0,0.0,0.0,0.0,905.0,444.0,0.0,444.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39439.1,Legacy Cadence ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,133.0,134.0,145.0,144.0,145.0,149.0,150.0,96.0,89.0,0.0,0.0,0.0,0.0,850.0,335.0,0.0,850.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39439.2,Legacy Cadence MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,133.0,134.0,145.0,144.0,145.0,149.0,150.0,96.0,89.0,0.0,0.0,0.0,0.0,850.0,335.0,0.0,335.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39440.1,Legacy SW ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,146.0,159.0,161.0,175.0,188.0,193.0,180.0,165.0,151.0,0.0,0.0,0.0,0.0,1022.0,496.0,0.0,1022.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,39440.2,Legacy SW MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,146.0,159.0,161.0,175.0,188.0,193.0,180.0,165.0,151.0,0.0,0.0,0.0,0.0,1022.0,496.0,0.0,496.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,43100.1,Futuro ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,73.0,67.0,81.0,72.0,76.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,456.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,44437.1,Mater Northern NV ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,47.0,52.0,52.0,52.0,52.0,53.0,61.0,60.0,61.0,0.0,0.0,0.0,0.0,308.0,182.0,0.0,308.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,44437.2,Mater Northern NV MS,SPCSA,charter,State Public Charter School Authority,MS,2,2,1-2,47.0,52.0,52.0,52.0,52.0,53.0,61.0,60.0,61.0,0.0,0.0,0.0,0.0,308.0,182.0,0.0,182.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,46100.1,DP Agassi ES,SPCSA,charter,State Public Charter School Authority,ES,1,1,1-2,68.0,71.0,96.0,98.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,533.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,46200.2,DP Agassi MS,SPCSA,charter,State Public Charter School Authority,MS,2,2,1-2,0.0,0.0,0.0,0.0,0.0,0.0,125.0,127.0,137.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,389.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,46300.3,DP Agassi  HS,SPCSA,charter,State Public Charter School Authority,HS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,103.0,87.0,50.0,0.0,0.0,355.0,355.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,47434.1,SLAM ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,95.0,104.0,104.0,103.0,112.0,112.0,190.0,192.0,190.0,192.0,182.0,153.0,114.0,630.0,572.0,641.0,630.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,47434.2,SLAM MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,95.0,104.0,104.0,103.0,112.0,112.0,190.0,192.0,190.0,192.0,182.0,153.0,114.0,630.0,572.0,641.0,572.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,47434.3,SLAM HS,SPCSA,charter,State Public Charter School Authority,HS,4,4,4-5,95.0,104.0,104.0,103.0,112.0,112.0,190.0,192.0,190.0,192.0,182.0,153.0,114.0,630.0,572.0,641.0,641.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,48433.2,Equipo ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,154.0,130.0,127.0,117.0,111.0,113.0,103.0,0.0,411.0,444.0,411.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,48433.3,Equipo ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,5,5,4-5,0.0,0.0,0.0,0.0,0.0,0.0,154.0,130.0,127.0,117.0,111.0,113.0,103.0,0.0,411.0,444.0,444.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49432.1,Mater Mtn Vista  ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,108.0,112.0,112.0,112.0,112.0,111.0,128.0,126.0,126.0,0.0,0.0,0.0,0.0,667.0,380.0,0.0,667.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49432.2,Mater Mtn Vista  MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,108.0,112.0,112.0,112.0,112.0,111.0,128.0,126.0,126.0,0.0,0.0,0.0,0.0,667.0,380.0,0.0,380.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49433.1,Mater Bonanza ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,99.0,112.0,113.0,111.0,112.0,112.0,125.0,124.0,123.0,0.0,0.0,0.0,0.0,659.0,372.0,0.0,659.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49433.2,Mater Bonanza MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,99.0,112.0,113.0,111.0,112.0,112.0,125.0,124.0,123.0,0.0,0.0,0.0,0.0,659.0,372.0,0.0,372.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49434.1,Mater East ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,135.0,138.0,141.0,144.0,151.0,162.0,164.0,168.0,166.0,312.0,259.0,211.0,148.0,871.0,498.0,930.0,871.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49434.2,Mater East MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,135.0,138.0,141.0,144.0,151.0,162.0,164.0,168.0,166.0,312.0,259.0,211.0,148.0,871.0,498.0,930.0,498.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,49434.3,Mater East HS,SPCSA,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,135.0,138.0,141.0,144.0,151.0,162.0,164.0,168.0,166.0,312.0,259.0,211.0,148.0,871.0,498.0,930.0,930.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,50431.1,Amplus Durango ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,52.0,56.0,62.0,94.0,94.0,98.0,192.0,204.0,200.0,202.0,179.0,141.0,116.0,456.0,596.0,638.0,456.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,50431.2,Amplus Durango MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,52.0,56.0,62.0,94.0,94.0,98.0,192.0,204.0,200.0,202.0,179.0,141.0,116.0,456.0,596.0,638.0,596.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,50431.3,Amplus Durango HS,SPCSA,charter,State Public Charter School Authority,HS,5,5,4-5,52.0,56.0,62.0,94.0,94.0,98.0,192.0,204.0,200.0,202.0,179.0,141.0,116.0,456.0,596.0,638.0,638.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,50432.1,Amplus Rainbow ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,103.0,114.0,118.0,90.0,99.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,628.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,51430.1,Founders ACAD ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,107.0,116.0,116.0,114.0,86.0,87.0,87.0,85.0,87.0,80.0,42.0,39.0,37.0,626.0,259.0,198.0,626.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,51430.2,Founders ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,107.0,116.0,116.0,114.0,86.0,87.0,87.0,85.0,87.0,80.0,42.0,39.0,37.0,626.0,259.0,198.0,259.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,51430.3,Founders ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,3,3,3,107.0,116.0,116.0,114.0,86.0,87.0,87.0,85.0,87.0,80.0,42.0,39.0,37.0,626.0,259.0,198.0,198.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,52429.2,Leadership ACAD MS,SPCSA,charter,State Public Charter School Authority,MS,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,37.0,45.0,57.0,47.0,39.0,34.0,18.0,0.0,139.0,138.0,139.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,52429.3,Leadership ACAD HS,SPCSA,charter,State Public Charter School Authority,HS,4,4,4-5,0.0,0.0,0.0,0.0,0.0,0.0,37.0,45.0,57.0,47.0,39.0,34.0,18.0,0.0,139.0,138.0,138.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,54428.1,Learning Bridge ES,SPCSA,charter,State Public Charter School Authority,ES,2,2,1-2,13.0,22.0,20.0,15.0,22.0,20.0,19.0,20.0,13.0,0.0,0.0,0.0,0.0,112.0,52.0,0.0,112.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,54428.2,Learning Bridge MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,13.0,22.0,20.0,15.0,22.0,20.0,19.0,20.0,13.0,0.0,0.0,0.0,0.0,112.0,52.0,0.0,52.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55200.1,Doral Cactus  ES,SPCSA,charter,State Public Charter School Authority,ES,4,4,4-5,100.0,100.0,104.0,104.0,112.0,112.0,127.0,124.0,116.0,0.0,0.0,0.0,0.0,632.0,367.0,0.0,632.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55200.2,Doral Cactus  MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,100.0,100.0,104.0,104.0,112.0,112.0,127.0,124.0,116.0,0.0,0.0,0.0,0.0,632.0,367.0,0.0,367.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55201.1,Doral Fire Mesa ES,SPCSA,charter,State Public Charter School Authority,ES,3,3,3,97.0,98.0,103.0,104.0,111.0,111.0,123.0,122.0,119.0,0.0,0.0,0.0,0.0,624.0,364.0,0.0,624.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55201.2,Doral Fire Mesa MS,SPCSA,charter,State Public Charter School Authority,MS,5,5,4-5,97.0,98.0,103.0,104.0,111.0,111.0,123.0,122.0,119.0,0.0,0.0,0.0,0.0,624.0,364.0,0.0,364.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55202.1,Doral Red Rock ES,SPCSA,charter,State Public Charter School Authority,ES,5,5,4-5,125.0,124.0,130.0,130.0,140.0,140.0,155.0,165.0,186.0,310.0,313.0,238.0,209.0,789.0,506.0,1070.0,789.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55202.2,Doral Red Rock MS,SPCSA,charter,State Public Charter School Authority,MS,4,4,4-5,125.0,124.0,130.0,130.0,140.0,140.0,155.0,165.0,186.0,310.0,313.0,238.0,209.0,789.0,506.0,1070.0,506.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
2023-24,2023-24,18,State Public Charter School Authority ,55202.3,Doral Red Rock HS,SPCSA,charter,State Public Charter School Authority,HS,5,5,4-5,125.0,124.0,130.0,130.0,140.0,140.0,155.0,165.0,186.0,310.0,313.0,238.0,209.0,789.0,506.0,1070.0,1070.0,NDE_Validation_Day_Enrollment_2023_24.xlsx,SchoolRatings_MASTER_2023-24.csv,high,modern_reporting
